category,job_title,Text,experience_years,skills,education
Frontend Developers Resumes,Frontend Developer,"Entry-Level Frontend Developer with 1.9+ years of experience in Frontend Developers.. Proven expertise in Redux, Storybook, Vue.js, GraphQL, TypeScript, React and Webpack.. Educated with Bachelor's in Computer Science from UC Berkeley.. Previously worked at Tesla where I led enterprise-level solutions.. Contributed to agile development team delivering 7 features. Demonstrated proficiency in Redux and Storybook. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in React.",1.9,"Angular, Webpack, CSS3, TypeScript, JavaScript, Vue.js, React, REST APIs",MBA
Frontend Developers Resumes,UI/UX Developer,"Mid-Level UI/UX Developer with 4.1+ years of experience in Frontend Developers.. Proven expertise in GraphQL, Cypress, Vue.js, UI/UX, Storybook, Jest and Webpack.. Educated with Bachelor's in Information Technology from Oxford.. Previously worked at Intel where I developed high-availability solutions.. Led development of 6 high-impact features serving 87800+ users. Reduced deployment time by 57% through CI/CD pipeline optimization. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in GraphQL.",4.1,"Sass, Responsive Design, Angular, HTML5",Bachelor's in Information Technology
Technical Project Managers Resumes,Agile Coach,"Junior To Mid-Level Agile Coach with 2.2+ years of experience in Technical Project Managers.. Proven expertise in Project Management, Agile, Leadership, SDLC, Microsoft Project and Communication.. Educated with PhD in Computer Science from Harvard.. Previously worked at Tesla where I led high-availability solutions.. Collaborated with cross-functional teams on 6 major initiatives. Successfully delivered 7 projects using SDLC and Communication. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Leadership.",2.2,"Microsoft Project, Leadership, SDLC, Communication, Project Management, Strategic Planning, PMP",MBA
Full Stack Developers Resumes,MEAN Stack Developer,"Principal/Leadership MEAN Stack Developer with 8.5+ years of experience in Full Stack Developers.. Proven expertise in Redis, Java, JavaScript, Spring Boot, PostgreSQL, REST APIs and Git.. Educated with Bachelor's in Electrical Engineering from Georgia Tech.. Previously worked at Microsoft where I managed enterprise-level solutions.. Advised C-suite on technology strategy and digital transformation initiatives. Built and managed 22 person engineering organization. Established engineering culture and processes across global teams. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in REST APIs.",8.5,"Spring Boot, REST APIs, JavaScript, Python, Docker, GraphQL, Microservices",Bachelor's in Mathematics
QA Engineers Resumes,SDET,"Junior To Mid-Level SDET with 2.0+ years of experience in QA Engineers.. Proven expertise in Cucumber, Agile, TestNG, PyTest, Scrum, JUnit and Selenium.. Educated with Bachelor's in Mathematics from University of Michigan.. Previously worked at Intel where I architected enterprise-level solutions.. Collaborated with cross-functional teams on 5 major initiatives. Implemented automated testing resulting in 38% reduction in bugs. Improved system performance by 30% through optimization. Successfully delivered 8 projects using Agile and Scrum. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Selenium.",2.0,"Regression Testing, Performance Testing, PyTest, TestNG",Master's in Computer Science
Mobile Developers Resumes,Android Developer,"Mid-Level Android Developer with 4.4+ years of experience in Mobile Developers.. Proven expertise in Mobile UI/UX, Swift, Kotlin and GraphQL.. Educated with Bachelor's in Software Engineering from Harvard.. Previously worked at Cisco where I led high-availability solutions.. Architected scalable solutions using Swift and GraphQL. Reduced deployment time by 44% through CI/CD pipeline optimization. Led development of 4 high-impact features serving 26037+ users. Managed technical debt reduction initiatives saving 116 developer hours monthly. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in Mobile UI/UX.",4.4,"Android Studio, Kotlin, iOS, Android",Master's in Computer Science
Backend Developers Resumes,Django Developer,"Junior To Mid-Level Django Developer with 3.4+ years of experience in Backend Developers.. Proven expertise in MySQL, Node.js, Python and Microservices.. Educated with Master's in Artificial Intelligence from Stanford.. Previously worked at Airbnb where I implemented enterprise-level solutions.. Successfully delivered 5 projects using Microservices and Node.js. Implemented automated testing resulting in 21% reduction in bugs. Collaborated with cross-functional teams on 4 major initiatives. Improved system performance by 15% through optimization. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Microservices.",3.4,"Kafka, Microservices, Redis, Python, Java, Docker, Kubernetes",Master's in Artificial Intelligence
Full Stack Developers Resumes,MEAN Stack Developer,"Mid-Level MEAN Stack Developer with 4.8+ years of experience in Full Stack Developers.. Proven expertise in Java, Redis, CI/CD, Node.js, MongoDB, Microservices and Python.. Educated with Master's in Artificial Intelligence from MIT.. Previously worked at Zoom where I implemented enterprise-level solutions.. Mentored 4 junior developers and conducted code reviews. Architected scalable solutions using MongoDB and Python. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in MongoDB.",4.8,"AWS, Redis, MongoDB, CI/CD, Git",Self-taught
QA Engineers Resumes,Manual Tester,"Junior To Mid-Level Manual Tester with 3.9+ years of experience in QA Engineers.. Proven expertise in TestNG, Manual Testing, JavaScript, JIRA and PyTest.. Educated with Bachelor's in Business Administration from Carnegie Mellon.. Previously worked at Meta where I led high-availability solutions.. Successfully delivered 12 projects using JIRA and TestNG. Improved system performance by 25% through optimization. Implemented automated testing resulting in 21% reduction in bugs. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in TestNG.",3.9,"TestNG, Agile, Scrum, Performance Testing, Selenium",PhD in Computer Science
DevOps Engineers Resumes,DevOps Engineer,"Entry-Level DevOps Engineer with 1.2+ years of experience in DevOps Engineers.. Proven expertise in Helm, Grafana, Azure, CI/CD, Bash and Linux.. Educated with Bachelor's in Information Technology from Carnegie Mellon.. Previously worked at EY where I managed enterprise-level solutions.. Developed 4 applications using Bash and Linux. Contributed to agile development team delivering 3 features. Demonstrated proficiency in Bash and Azure. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in CI/CD.",1.2,"GCP, Helm, Linux, Python",Master's in Computer Science
Python Developers/Data Engineers Resumes,Machine Learning Engineer,"Senior Machine Learning Engineer with 7.8+ years of experience in Python Developers/Data Engineers.. Proven expertise in PostgreSQL, Deep Learning, TensorFlow, Docker and NumPy.. Educated with Bachelor's in Software Engineering from Georgia Tech.. Previously worked at Oracle where I developed scalable solutions.. Drove technical strategy resulting in 36% increase in team velocity. Established engineering best practices adopted across 6 teams. Led team of 12 engineers delivering critical business solutions. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in PostgreSQL.",7.8,"Docker, MongoDB, AWS, TensorFlow, Data Pipelines, Kafka, Spark, ETL",Bachelor's in Electrical Engineering
Python Developers/Data Engineers Resumes,Python Developer,"Senior Python Developer with 6.6+ years of experience in Python Developers/Data Engineers.. Proven expertise in Kafka, TensorFlow, Docker, Pandas, Machine Learning and Python.. Educated with Bachelor's in Mathematics from Carnegie Mellon.. Previously worked at PayPal where I implemented customer-facing solutions.. Established engineering best practices adopted across 4 teams. Led team of 10 engineers delivering critical business solutions. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in TensorFlow.",6.6,"NumPy, Airflow, Machine Learning, Pandas, AWS, ETL, TensorFlow",Bachelor's in Mathematics
Data Analysts Resumes,Data Analyst,"Junior To Mid-Level Data Analyst with 3.1+ years of experience in Data Analysts.. Proven expertise in Tableau, Excel, Power BI and ETL.. Educated with Bachelor's in Electrical Engineering from Harvard.. Previously worked at Wipro where I architected customer-facing solutions.. Successfully delivered 10 projects using Excel and Power BI. Improved system performance by 32% through optimization. Collaborated with cross-functional teams on 3 major initiatives. Implemented automated testing resulting in 40% reduction in bugs. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in ETL.",3.1,"Data Analysis, SQL, A/B Testing, Power BI, Python, ETL, NumPy, R",Bachelor's in Electrical Engineering
Security Engineers Resumes,Security Architect,"Entry-Level Security Architect with 1.1+ years of experience in Security Engineers.. Proven expertise in Penetration Testing, CISSP, Firewalls, Vulnerability Assessment, Identity Management and Bash.. Educated with Self-taught from Cambridge.. Previously worked at Cisco where I led high-availability solutions.. Developed 3 applications using Penetration Testing and Firewalls. Demonstrated proficiency in Firewalls and Firewalls. Completed 3 internships gaining practical industry experience. Contributed to agile development team delivering 5 features. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Identity Management.",1.1,"SOC, Encryption, Bash, SIEM, CISSP, Security Auditing, Vulnerability Assessment",MBA
Python Developers/Data Engineers Resumes,Data Scientist,"Junior To Mid-Level Data Scientist with 3.6+ years of experience in Python Developers/Data Engineers.. Proven expertise in NumPy, PyTorch, SQL and MongoDB.. Educated with MBA from Carnegie Mellon.. Previously worked at Cognizant where I managed scalable solutions.. Implemented automated testing resulting in 49% reduction in bugs. Collaborated with cross-functional teams on 3 major initiatives. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in MongoDB.",3.6,"PostgreSQL, Pandas, Kafka, Deep Learning, Spark",Self-taught
Technical Project Managers Resumes,Delivery Manager,"Mid-Level Delivery Manager with 5.1+ years of experience in Technical Project Managers.. Proven expertise in Agile, JIRA, Stakeholder Management, Confluence, Microsoft Project, Project Management and PMP.. Educated with Self-taught from University of Michigan.. Previously worked at KPMG where I developed customer-facing solutions.. Architected scalable solutions using Stakeholder Management and PMP. Managed technical debt reduction initiatives saving 104 developer hours monthly. Led development of 6 high-impact features serving 54095+ users. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Confluence.",5.1,"Communication, Scrum, JIRA, SDLC, Stakeholder Management",Bachelor's in Electrical Engineering
Technical Project Managers Resumes,Product Owner,"Junior To Mid-Level Product Owner with 2.2+ years of experience in Technical Project Managers.. Proven expertise in Risk Management, JIRA, Microsoft Project, Budgeting and Communication.. Educated with Master's in Information Systems from Carnegie Mellon.. Previously worked at Intel where I implemented customer-facing solutions.. Improved system performance by 34% through optimization. Successfully delivered 8 projects using Communication and Risk Management. Implemented automated testing resulting in 46% reduction in bugs. Collaborated with cross-functional teams on 3 major initiatives. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in JIRA.",2.2,"PMP, Agile, Scrum, Stakeholder Management",Bachelor's in Software Engineering
Python Developers/Data Engineers Resumes,Python Developer,"Senior Python Developer with 6.2+ years of experience in Python Developers/Data Engineers.. Proven expertise in Redis, ETL, Pandas and NumPy.. Educated with Bachelor's in Electrical Engineering from UC Berkeley.. Previously worked at Lyft where I architected customer-facing solutions.. Drove technical strategy resulting in 33% increase in team velocity. Led team of 12 engineers delivering critical business solutions. Architected and led implementation of microservices handling 7M daily requests. Spearheaded cloud migration project saving $177K annually. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in ETL.",6.2,"TensorFlow, PyTorch, Kafka, Data Pipelines, Deep Learning, Airflow",MBA
Mobile Developers Resumes,Mobile App Developer,"Mid-Level Mobile App Developer with 4.2+ years of experience in Mobile Developers.. Proven expertise in React Native, REST APIs, Xcode, GraphQL, Android Studio, Git and Flutter.. Educated with Master's in Computer Science from Cambridge.. Previously worked at Atlassian where I developed customer-facing solutions.. Architected scalable solutions using GraphQL and GraphQL. Reduced deployment time by 41% through CI/CD pipeline optimization. Mentored 5 junior developers and conducted code reviews. Led development of 6 high-impact features serving 40576+ users. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in REST APIs.",4.2,"Firebase, App Store, Android, Kotlin, React Native, iOS",Bachelor's in Mathematics
Data Analysts Resumes,Marketing Analyst,"Senior Marketing Analyst with 7.8+ years of experience in Data Analysts.. Proven expertise in Big Data, Data Analysis, Machine Learning, Statistics, Dashboard Creation and R.. Educated with PhD in Computer Science from University of Michigan.. Previously worked at Capgemini where I architected scalable solutions.. Architected and led implementation of microservices handling 9M daily requests. Drove technical strategy resulting in 44% increase in team velocity. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Machine Learning.",7.8,"A/B Testing, NumPy, Power BI, SQL",Self-taught
Data Analysts Resumes,Product Analyst,"Principal/Leadership Product Analyst with 10.2+ years of experience in Data Analysts.. Proven expertise in Excel, Pandas, SQL and Machine Learning.. Educated with Bachelor's in Computer Science from Carnegie Mellon.. Previously worked at Square where I implemented customer-facing solutions.. Built and managed 31 person engineering organization. Advised C-suite on technology strategy and digital transformation initiatives. Directed technology roadmap for 3 product portfolios. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in SQL.",10.2,"Pandas, ETL, Tableau, NumPy, A/B Testing",Master's in Artificial Intelligence
Data Analysts Resumes,Data Analyst,"Mid-Level Data Analyst with 4.1+ years of experience in Data Analysts.. Proven expertise in Data Analysis, SQL, ETL, A/B Testing, Big Data, Data Visualization and NumPy.. Educated with PhD in Computer Science from Oxford.. Previously worked at Accenture where I led scalable solutions.. Managed technical debt reduction initiatives saving 199 developer hours monthly. Led development of 4 high-impact features serving 68766+ users. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Data Analysis.",4.1,"Dashboard Creation, Data Analysis, Big Data, Python, Machine Learning, NumPy",Master's in Data Science
Technical Project Managers Resumes,Delivery Manager,"Mid-Level Delivery Manager with 4.5+ years of experience in Technical Project Managers.. Proven expertise in Microsoft Project, PMP, Strategic Planning, Communication and Confluence.. Educated with PhD in Computer Science from Oxford.. Previously worked at PwC where I implemented mission-critical solutions.. Mentored 4 junior developers and conducted code reviews. Managed technical debt reduction initiatives saving 181 developer hours monthly. Architected scalable solutions using Microsoft Project and Strategic Planning. Reduced deployment time by 35% through CI/CD pipeline optimization. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Confluence.",4.5,"Strategic Planning, Project Management, Agile, Microsoft Project, PMP, JIRA",Master's in Artificial Intelligence
QA Engineers Resumes,Performance Tester,"Principal/Leadership Performance Tester with 8.6+ years of experience in QA Engineers.. Proven expertise in SQL, Manual Testing, Scrum, Regression Testing, Performance Testing and Selenium.. Educated with Bachelor's in Electrical Engineering from Stanford.. Previously worked at Cisco where I implemented scalable solutions.. Directed technology roadmap for 6 product portfolios. Drove 50% revenue growth through technical innovation. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in SQL.",8.6,"JIRA, TestNG, Test Automation, Performance Testing, Regression Testing, Scrum, Manual Testing",Bachelor's in Business Administration
Backend Developers Resumes,Spring Boot Developer,"Entry-Level Spring Boot Developer with 0.8+ years of experience in Backend Developers.. Proven expertise in Kubernetes, Java, Django and Docker.. Educated with PhD in Computer Science from MIT.. Previously worked at Accenture where I developed scalable solutions.. Developed 3 applications using Django and Kubernetes. Completed 1 internships gaining practical industry experience. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Kubernetes.",0.8,"Kubernetes, PostgreSQL, Microservices, Spring Boot",Master's in Artificial Intelligence
DevOps Engineers Resumes,Cloud Engineer,"Junior To Mid-Level Cloud Engineer with 3.6+ years of experience in DevOps Engineers.. Proven expertise in Prometheus, Terraform, Docker, AWS and Nginx.. Educated with Bachelor's in Software Engineering from MIT.. Previously worked at Dropbox where I implemented high-availability solutions.. Implemented automated testing resulting in 27% reduction in bugs. Successfully delivered 9 projects using Nginx and Docker. Collaborated with cross-functional teams on 4 major initiatives. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Nginx.",3.6,"ELK Stack, Jenkins, Python, Helm, Bash, Terraform, AWS",Master's in Computer Science
Data Analysts Resumes,Marketing Analyst,"Mid-Level Marketing Analyst with 4.3+ years of experience in Data Analysts.. Proven expertise in Dashboard Creation, Data Analysis, SQL and ETL.. Educated with Bachelor's in Computer Science from Oxford.. Previously worked at Tesla where I developed enterprise-level solutions.. Led development of 6 high-impact features serving 55210+ users. Managed technical debt reduction initiatives saving 175 developer hours monthly. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Dashboard Creation.",4.3,"Big Data, A/B Testing, Data Analysis, ETL, Python",Bachelor's in Information Technology
DevOps Engineers Resumes,AWS Engineer,"Entry-Level AWS Engineer with 1.7+ years of experience in DevOps Engineers.. Proven expertise in Kubernetes, Helm, CI/CD, Grafana and Nginx.. Educated with PhD in Computer Science from MIT.. Previously worked at Adobe where I led enterprise-level solutions.. Developed 2 applications using CI/CD and Grafana. Completed 1 internships gaining practical industry experience. Contributed to agile development team delivering 8 features. Demonstrated proficiency in Nginx and Grafana. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in CI/CD.",1.7,"Linux, Docker, Azure, CI/CD, Kubernetes, Ansible, Terraform",Bachelor's in Software Engineering
QA Engineers Resumes,SDET,"Mid-Level SDET with 4.8+ years of experience in QA Engineers.. Proven expertise in JIRA, Python, Test Automation and Performance Testing.. Educated with Bachelor's in Business Administration from MIT.. Previously worked at PayPal where I architected mission-critical solutions.. Led development of 5 high-impact features serving 89335+ users. Reduced deployment time by 31% through CI/CD pipeline optimization. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in JIRA.",4.8,"JavaScript, JIRA, Regression Testing, SQL",Bachelor's in Business Administration
Technical Project Managers Resumes,Technical Project Manager,"Principal/Leadership Technical Project Manager with 9.0+ years of experience in Technical Project Managers.. Proven expertise in JIRA, Communication, PMP, Confluence, Project Management, Scrum and Microsoft Project.. Educated with Bachelor's in Information Technology from Cambridge.. Previously worked at Wipro where I architected scalable solutions.. Established engineering culture and processes across global teams. Drove 58% revenue growth through technical innovation. Advised C-suite on technology strategy and digital transformation initiatives. Directed technology roadmap for 4 product portfolios. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Confluence.",9.0,"Risk Management, PMP, JIRA, Leadership, SDLC, Microsoft Project, Project Management",Bachelor's in Mathematics
Full Stack Developers Resumes,MERN Stack Developer,"Mid-Level MERN Stack Developer with 4.7+ years of experience in Full Stack Developers.. Proven expertise in Python, React, GraphQL and Node.js.. Educated with Bachelor's in Electrical Engineering from Georgia Tech.. Previously worked at Dell where I developed enterprise-level solutions.. Architected scalable solutions using Python and GraphQL. Mentored 2 junior developers and conducted code reviews. Led development of 6 high-impact features serving 92588+ users. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in Node.js.",4.7,"Python, Node.js, CI/CD, Microservices",Bachelor's in Software Engineering
QA Engineers Resumes,QA Engineer,"Principal/Leadership QA Engineer with 9.1+ years of experience in QA Engineers.. Proven expertise in Performance Testing, Selenium, JIRA and Agile.. Educated with Master's in Information Systems from Georgia Tech.. Previously worked at Zoom where I developed enterprise-level solutions.. Directed technology roadmap for 6 product portfolios. Built and managed 28 person engineering organization. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Selenium.",9.1,"Agile, JUnit, JavaScript, Test Automation",Bachelor's in Computer Science
QA Engineers Resumes,Test Automation Engineer,"Entry-Level Test Automation Engineer with 1.3+ years of experience in QA Engineers.. Proven expertise in Scrum, Agile, Python, Cucumber, Regression Testing and PyTest.. Educated with Bachelor's in Software Engineering from MIT.. Previously worked at Dropbox where I architected high-availability solutions.. Developed 3 applications using Regression Testing and Agile. Completed 2 internships gaining practical industry experience. Demonstrated proficiency in Agile and Python. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Scrum.",1.3,"JavaScript, Regression Testing, JUnit, Performance Testing",Bachelor's in Electrical Engineering
Mobile Developers Resumes,Mobile App Developer,"Principal/Leadership Mobile App Developer with 9.7+ years of experience in Mobile Developers.. Proven expertise in Google Play, GraphQL, Swift, Android, Firebase, REST APIs and Kotlin.. Educated with MBA from Carnegie Mellon.. Previously worked at Airbnb where I architected high-availability solutions.. Built and managed 29 person engineering organization. Advised C-suite on technology strategy and digital transformation initiatives. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in Firebase.",9.7,"Swift, Firebase, Kotlin, Android, REST APIs",Master's in Data Science
Security Engineers Resumes,Security Engineer,"Principal/Leadership Security Engineer with 8.8+ years of experience in Security Engineers.. Proven expertise in Identity Management, Network Security, Security Auditing and SIEM.. Educated with Bachelor's in Electrical Engineering from Stanford.. Previously worked at PayPal where I developed high-availability solutions.. Directed technology roadmap for 4 product portfolios. Established engineering culture and processes across global teams. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in SIEM.",8.8,"Network Security, SIEM, Vulnerability Assessment, Python, AWS Security, CEH, CISSP",MBA
Full Stack Developers Resumes,MEAN Stack Developer,"Senior MEAN Stack Developer with 6.4+ years of experience in Full Stack Developers.. Proven expertise in Java, JavaScript, CI/CD, Python, Node.js, Git and MongoDB.. Educated with Master's in Data Science from MIT.. Previously worked at Slack where I architected customer-facing solutions.. Led team of 7 engineers delivering critical business solutions. Spearheaded cloud migration project saving $352K annually. Drove technical strategy resulting in 33% increase in team velocity. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in CI/CD.",6.4,"React, Git, Java, Python",Bachelor's in Mathematics
Security Engineers Resumes,GRC Analyst,"Junior To Mid-Level GRC Analyst with 3.9+ years of experience in Security Engineers.. Proven expertise in Vulnerability Assessment, Firewalls, Security Auditing, NIST, Identity Management and AWS Security.. Educated with Master's in Information Systems from Cambridge.. Previously worked at Deloitte where I developed high-availability solutions.. Improved system performance by 11% through optimization. Implemented automated testing resulting in 44% reduction in bugs. Successfully delivered 6 projects using Firewalls and Vulnerability Assessment. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Security Auditing.",3.9,"AWS Security, SIEM, SOC, Python, Vulnerability Assessment, NIST",Bachelor's in Mathematics
QA Engineers Resumes,Manual Tester,"Mid-Level Manual Tester with 4.2+ years of experience in QA Engineers.. Proven expertise in JIRA, PyTest, Python, Manual Testing and Selenium.. Educated with Bachelor's in Electrical Engineering from Harvard.. Previously worked at Meta where I implemented enterprise-level solutions.. Mentored 4 junior developers and conducted code reviews. Architected scalable solutions using PyTest and PyTest. Managed technical debt reduction initiatives saving 79 developer hours monthly. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in JIRA.",4.2,"Scrum, Python, Regression Testing, JUnit",Master's in Computer Science
Security Engineers Resumes,GRC Analyst,"Mid-Level GRC Analyst with 4.1+ years of experience in Security Engineers.. Proven expertise in CISSP, Security Auditing, CEH, SIEM, Network Security, AWS Security and Firewalls.. Educated with Bachelor's in Computer Science from Oxford.. Previously worked at Shopify where I architected customer-facing solutions.. Reduced deployment time by 32% through CI/CD pipeline optimization. Led development of 4 high-impact features serving 48466+ users. Architected scalable solutions using CEH and Security Auditing. Managed technical debt reduction initiatives saving 152 developer hours monthly. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Network Security.",4.1,"Bash, SOC, Security Auditing, Encryption",Master's in Data Science
Backend Developers Resumes,Django Developer,"Junior To Mid-Level Django Developer with 3.8+ years of experience in Backend Developers.. Proven expertise in PostgreSQL, Kubernetes, Microservices, Kafka and AWS.. Educated with Master's in Artificial Intelligence from UC Berkeley.. Previously worked at Amazon where I implemented high-availability solutions.. Improved system performance by 18% through optimization. Implemented automated testing resulting in 30% reduction in bugs. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Kubernetes.",3.8,"Kafka, Redis, AWS, Docker",Bachelor's in Mathematics
Technical Project Managers Resumes,Agile Coach,"Junior To Mid-Level Agile Coach with 2.3+ years of experience in Technical Project Managers.. Proven expertise in Risk Management, Microsoft Project, Leadership and Agile.. Educated with Bachelor's in Information Technology from Oxford.. Previously worked at Capgemini where I led enterprise-level solutions.. Implemented automated testing resulting in 43% reduction in bugs. Improved system performance by 35% through optimization. Collaborated with cross-functional teams on 5 major initiatives. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Agile.",2.3,"Project Management, Confluence, Leadership, Communication, Budgeting, Risk Management, PMP, SDLC",Bachelor's in Software Engineering
Data Analysts Resumes,Product Analyst,"Principal/Leadership Product Analyst with 9.2+ years of experience in Data Analysts.. Proven expertise in R, NumPy, Pandas, Python, ETL and Power BI.. Educated with Master's in Artificial Intelligence from University of Michigan.. Previously worked at Microsoft where I architected high-availability solutions.. Drove 53% revenue growth through technical innovation. Established engineering culture and processes across global teams. Advised C-suite on technology strategy and digital transformation initiatives. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in Power BI.",9.2,"SQL, Data Analysis, A/B Testing, Machine Learning, Data Visualization, Pandas, Python",Master's in Information Systems
Backend Developers Resumes,Java Developer,"Junior To Mid-Level Java Developer with 2.7+ years of experience in Backend Developers.. Proven expertise in MongoDB, Kubernetes, Docker, RabbitMQ and Python.. Educated with Bachelor's in Software Engineering from MIT.. Previously worked at Atlassian where I managed scalable solutions.. Successfully delivered 5 projects using Python and Docker. Improved system performance by 35% through optimization. Collaborated with cross-functional teams on 3 major initiatives. Implemented automated testing resulting in 26% reduction in bugs. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in MongoDB.",2.7,"Docker, RabbitMQ, MySQL, Python, PostgreSQL",Master's in Data Science
Security Engineers Resumes,Security Engineer,"Mid-Level Security Engineer with 4.1+ years of experience in Security Engineers.. Proven expertise in Penetration Testing, Vulnerability Assessment, Security Auditing, Encryption and NIST.. Educated with MBA from MIT.. Previously worked at Shopify where I led mission-critical solutions.. Managed technical debt reduction initiatives saving 190 developer hours monthly. Mentored 5 junior developers and conducted code reviews. Reduced deployment time by 56% through CI/CD pipeline optimization. Architected scalable solutions using Penetration Testing and NIST. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Encryption.",4.1,"AWS Security, Vulnerability Assessment, Python, Firewalls, CEH",Master's in Computer Science
Backend Developers Resumes,Node.js Developer,"Junior To Mid-Level Node.js Developer with 3.9+ years of experience in Backend Developers.. Proven expertise in Python, Node.js, Kubernetes and REST APIs.. Educated with MBA from University of Michigan.. Previously worked at Twilio where I managed scalable solutions.. Improved system performance by 25% through optimization. Successfully delivered 7 projects using Node.js and Python. Implemented automated testing resulting in 22% reduction in bugs. Collaborated with cross-functional teams on 5 major initiatives. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in Kubernetes.",3.9,"MongoDB, Docker, Redis, Java, Python, MySQL, Kubernetes, Node.js",Bachelor's in Business Administration
Mobile Developers Resumes,React Native Developer,"Entry-Level React Native Developer with 1.1+ years of experience in Mobile Developers.. Proven expertise in Swift, Google Play, Flutter, Android Studio, iOS and Dart.. Educated with Bachelor's in Mathematics from University of Michigan.. Previously worked at Cognizant where I managed enterprise-level solutions.. Contributed to agile development team delivering 5 features. Developed 2 applications using Dart and iOS. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Flutter.",1.1,"Swift, Mobile UI/UX, REST APIs, Git, Android",Bachelor's in Software Engineering
Security Engineers Resumes,GRC Analyst,"Principal/Leadership GRC Analyst with 8.0+ years of experience in Security Engineers.. Proven expertise in Network Security, Security Auditing, SOC, CEH, Vulnerability Assessment and Python.. Educated with Bachelor's in Information Technology from University of Michigan.. Previously worked at Square where I led customer-facing solutions.. Built and managed 17 person engineering organization. Advised C-suite on technology strategy and digital transformation initiatives. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Network Security.",8.0,"Penetration Testing, SIEM, AWS Security, SOC, Python",Master's in Artificial Intelligence
Technical Project Managers Resumes,Scrum Master,"Junior To Mid-Level Scrum Master with 3.6+ years of experience in Technical Project Managers.. Proven expertise in SDLC, Risk Management, JIRA and Confluence.. Educated with Master's in Artificial Intelligence from Stanford.. Previously worked at KPMG where I implemented high-availability solutions.. Improved system performance by 11% through optimization. Collaborated with cross-functional teams on 6 major initiatives. Successfully delivered 5 projects using JIRA and Confluence. Implemented automated testing resulting in 31% reduction in bugs. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in SDLC.",3.6,"SDLC, Confluence, Budgeting, JIRA, Agile, Strategic Planning, Communication, Leadership",MBA
